IncidentId;UniqueId;Name;Location;Latitude;Longitude;AcresBurnedDisplay;PercentContainedDisplay;ExternalIncidentLink;CountiesList;UpdatedDate;StartedDate;AdminUnit;IncidentTypeDisplay;Url;IsActive
653;7a4a3552-3bea-4428-984c-e2edef13980f;Becks Fire;North of Highway 29, southeast of Kelseyville;0.0;0.0;296;100%;;Lake;2013-01-23 10:15:00;2013-01-22;CAL FIRE Sonoma-Lake-Napa Unit;;https://www.fire.ca.gov/incidents/2013/1/22/becks-fire/;N;
654;094719ba-a47b-4abb-9ec5-a506b2b9fd23;River Fire;south of Narrow Gauge Rd & north of Hwy 136, east of Lone Pine;36.602575;-118.01651;406;100%;;Inyo;2013-02-28 20:00:00;2013-02-24;CAL FIRE San Bernardino Unit;;https://www.fire.ca.gov/incidents/2013/2/24/river-fire/;N;
655;99cb21da-9639-4300-9a97-1cadc993189f;Jurupa Fire;Rio Rancho Rd & Calle Hermosa, Jurupa Valley;0.0;0.0;311;100%;;Riverside;2013-03-02 19:00:00;2013-02-28;CAL FIRE / Riverside County Fire;;https://www.fire.ca.gov/incidents/2013/2/28/jurupa-fire/;N;
656;3513f584-632d-4fd0-a98a-646eb0753248;Butte Fire;Butte Ave near Conejo Ave near the community of Helm.;0.0;0.0;80;100%;;Fresno;2013-04-09 15:30:00;2013-04-09;CAL FIRE / Fresno County Fire;;https://www.fire.ca.gov/incidents/2013/4/9/butte-fire/;N;
657;58f89ff8-bd3e-4355-b1c0-8fa05c747d3f;Fawnskin Fire;west of Delamar Mountain, north of the community of Fawnskin, northside of Big Bear Lake;34.288877;-116.941311;30;100%;;San Bernardino;2013-04-22 09:00:00;2013-04-20;San Bernardino National Forest;;https://www.fire.ca.gov/incidents/2013/4/20/fawnskin-fire/;N;
658;357ffc13-bef9-48eb-810f-c5de851972eb;Gold Fire;Between Road 210 and Road 200 near Fine Gold Creek in the community of O;37.116295;-119.635004;274;100%;;Madera;2013-05-01 07:00:00;2013-04-30;CAL FIRE Madera-Mariposa-Merced Unit;;https://www.fire.ca.gov/incidents/2013/4/30/gold-fire/;N;
659;53122f0f-fefc-4dbf-b2d8-566b42ced66d;Panther Fire;140K3 Line, 8 miles northwest of Butte Meadows;40.190062;-121.595555;6,965;100%;;Tehama;2013-05-09 09:00:00;2013-05-01;CAL FIRE Butte Unit;;https://www.fire.ca.gov/incidents/2013/5/1/panther-fire/;N;
660;d8d1c943-7b5d-4885-9043-f41075d6eded;Silverado Fire;7300 block of Silverado Trail, north of Napa;38.441792;-122.350844;75;100%;;Napa;2013-05-01 17:15:00;2013-04-30;CAL FIRE Sonoma-Lake-Napa Unit;;https://www.fire.ca.gov/incidents/2013/4/30/silverado-fire/;N;
661;64e4f81e-d872-44c4-ba8d-111fa77124ba;Yellow Fire;Hwy 128 & Yellow Jacket Ranch Rd in Knights Valley, northwest of Calistoga;38.638828;-122.655616;125;100%;;Sonoma;2013-05-03 06:15:00;2013-05-01;CAL FIRE Sonoma-Lake-Napa Unit;;https://www.fire.ca.gov/incidents/2013/5/1/yellow-fire/;N;
662;c6228c11-4388-4b33-aa18-3593c90f72ad;Cedar Fire;Off Cedar Creek Loop Rd, South of Butte Meadows;0.0;0.0;72;100%;;Butte;2013-05-04 19:00:00;2013-05-01;CAL FIRE Butte Unit;;https://www.fire.ca.gov/incidents/2013/5/1/cedar-fire/;N;
663;a1b14be5-a8cf-4e40-8588-96becf4c5879;Summit Fire;Mias Canyon and Bluff Road in Banning;34.288877;-116.941311;3,166;100%;;Riverside;2013-05-04 18:30:00;2013-05-01;CAL FIRE/Riverside County Fire ;;https://www.fire.ca.gov/incidents/2013/5/1/summit-fire/;N;
664;ca68f3c4-4906-4952-b794-4531d7da8369;Tres Pinos Fire;Highway 25 and Horizon Rd, Community of Tres ;37.160346;-120.937494;354;100%;;San Benito;2013-05-03 18:45:00;2013-05-03;CAL FIRE San Benito-Monterey ;;https://www.fire.ca.gov/incidents/2013/5/3/tres-pinos-fire/;N;
665;46731fb8-3350-4920-bdf7-910ac0eb715c;Springs Fire;Southbound Highway 101 at Camarillo Springs Road, Camarillo;0.0;0.0;24,251;100%;;Ventura;2013-05-11 06:30:00;2013-05-02;Ventura County Fire/CAL FIRE;;https://www.fire.ca.gov/incidents/2013/5/2/springs-fire/;N;
666;5649e78d-7c26-4698-89a0-b0fa9a35cf78;306 Fire;2 miles south of the community of Elk Creek;39.514139;-122.560862;217;100%;;Glenn;2013-05-05 18:00:00;2013-05-01;CAL FIRE Tehama-Glenn Unit;;https://www.fire.ca.gov/incidents/2013/5/1/306-fire/;N;
667;3ddf82b4-0631-4148-807e-181277adeca5;Ranger Fire;Off Range Circle Dr in Yosemite Lake;0.0;0.0;15;100%;;Madera;2013-05-13 09:00:00;2013-05-12;CAL FIRE Madera-Mariposa-Merced Unit;;https://www.fire.ca.gov/incidents/2013/5/12/ranger-fire/;N;
668;e2c4b308-9a2d-483b-8434-999bef9adc7c;Lytle Fire;I-15 at Sierra Ave, near Lytle Creek;34.1834;-117.4408;75;100%;;San Bernardino;2013-05-15 08:15:00;2013-05-13;USFS San Bernardino National Forest, CAL FIRE San Bernardino Unit;;https://www.fire.ca.gov/incidents/2013/5/13/lytle-fire/;N;
669;958ce6d2-97f9-4848-8620-d14ab87f329d;Gorgonio Fire;Highway 243, south of Banning and north of Pine Cove;33.894055;-116.855019;510;100%;;Riverside;2013-05-05 18:45:00;2013-05-04;CAL FIRE/Riverside County Fire;;https://www.fire.ca.gov/incidents/2013/5/4/gorgonio-fire/;N;
670;e0d038e9-0926-4c05-8317-ec7075a04b12;Grand Fire;South of Frazier Mountain Park Rd, South of Frazier Park;34.7861;-118.9411;4,346;100%;;Kern, Ventura;2013-05-21 19:45:00;2013-05-15;CAL FIRE / USFS Los Padres National Forest;;https://www.fire.ca.gov/incidents/2013/5/15/grand-fire/;N;
671;e215290f-d0b4-48fd-be32-f599959347b1;54 Fire;Avenue 54 and Tyler Street, near the community of Coachella;33.655638;-116.161201;40;100%;;Riverside;2013-05-17 08:30:00;2013-05-16;CAL FIRE Riverside Unit;;https://www.fire.ca.gov/incidents/2013/5/16/54-fire/;N;
672;39af7eac-c188-411f-8c8a-d165c5fca4a9;Lake Fire;I-5 Southbound at Lake Hughes Road;34.49149;-118.610044;712;100%;;Los Angeles;2013-05-18 19:00:00;2013-05-17;CAL FIRE/Los Angeles County ;;https://www.fire.ca.gov/incidents/2013/5/17/lake-fire/;N;
673;2b765a08-c770-4b19-baa8-00dffe3fa838;Lilly 2 Fire;Off Road 400 & Sandy Beach Dr. in Yosemite Lakes;37.1927;-119.7917;91;100%;;Madera;2013-05-20 19:10:00;2013-05-19;CAL FIRE Madera-Mariposa-Merced Unit;;https://www.fire.ca.gov/incidents/2013/5/19/lilly-2-fire/;N;
674;f17c523c-bf01-4245-899b-7c2331096dae;Cottontail Fire;Cayucos Creek Rd & Thunder Canyon Rd north of Cayucos;35.49864;-120.91375;35;100%;;San Luis Obispo;2013-05-20 19:10:00;2013-05-20;CAL FIRE San Luis Obispo Unit;;https://www.fire.ca.gov/incidents/2013/5/20/cottontail-fire/;N;
675;a60e315c-23d5-4ba4-869c-5c1e22a25e7a;Cherry Fire;Off Sunset Ave & Mesa St in Banning;33.96201;-116.907213;25;100%;;Riverside;2013-05-20 18:50:00;2013-05-20;CAL FIRE Riverside Unit;;https://www.fire.ca.gov/incidents/2013/5/20/cherry-fire/;N;
676;13850faa-5bab-4fd7-bac3-433ce9250c4d;Water Fire;Off Whitewater Canyon Road in Whitewater;33.9582;-116.6534;90;100%;;Riverside;2013-05-21 19:30:00;2013-05-21;CAL FIRE/Riverside County Fire ;;https://www.fire.ca.gov/incidents/2013/5/21/water-fire/;N;
677;28ffc826-6789-429c-9801-f3a02dbb320a;Neal Fire;Neal Road, southwest of Paradise;0.0;0.0;150;100%;;Butte;2013-05-22 09:30:00;2013-05-22;CAL FIRE Butte Unit;;https://www.fire.ca.gov/incidents/2013/5/22/neal-fire/;N;
678;0b51d59b-457d-4a62-b066-55c2b8d400e2;Shelton Fire;off North Shelton Rd in the Linden Peters area;38.04993;-120.90325;303;100%;;San Joaquin;2013-05-30 13:25:00;2013-05-30;CAL FIRE Tuolumne-Calaveras Unit ;;https://www.fire.ca.gov/incidents/2013/5/30/shelton-fire/;N;
679;e077e091-f890-477c-b948-eb23774b432e;Border Fire;Off Alta Rd in the Otay Mesa area;32.564465;-116.900368;100;100%;;San Diego;2013-05-23 08:30:00;2013-05-22;CAL FIRE San Diego Unit;;https://www.fire.ca.gov/incidents/2013/5/22/border-fire/;N;
680;859479e3-918c-42c6-bb74-5fdc17930a16;San Felipe Fire;San Felipe Road, north of Highway 78, East of Julian;33.12111;-116.52579;2,781;100%;;San Diego;2013-05-26 17:45:00;2013-05-23;CAL FIRE San Diego Unit;;https://www.fire.ca.gov/incidents/2013/5/23/san-felipe-fire/;N;
681;5b5ce06d-7ea9-4d28-b564-715fd0d04f3f;Homestead Fire;Homestead Rd & Hwy 41, northeast of Atascadero ;35.5123;-120.6368;50;100%;;San Luis Obispo;2013-05-25 18:45:00;2013-05-25;CAL FIRE San Luis Obispo Unit;;https://www.fire.ca.gov/incidents/2013/5/25/homestead-fire/;N;
682;9795afee-7e60-4ab3-b5c3-7df67f91c5f9;Smiley Fire;Off Smiley Blvd & Vista Suelto Rd, north of Moreno Valley;33.963591;-117.187934;124;100%;;Riverside;2013-05-25 23:00:00;2013-05-25;CAL FIRE/Riverside County Fire;;https://www.fire.ca.gov/incidents/2013/5/25/smiley-fire/;N;
683;07a5397c-a665-4f84-9a82-5f689cb2c8f3;General Fire;Banner Grade area, south of Hwy 78 & east of Hwy 79, southeast of Julian;33.04458;-116.5209;1,271;100%;;San Diego;2013-05-31 06:15:00;2013-05-26;CAL FIRE San Diego Unit;;https://www.fire.ca.gov/incidents/2013/5/26/general-fire/;N;
684;abc61995-8bea-4be1-aa49-ee378ab3baaa;White Fire;Southeast of Lake Cachuma, approx. 12 miles southeast of Santa Ynez;34.55048;-119.82429;1,984;100%;;Santa Barbara;2013-05-30 19:30:00;2013-05-27;USFS Los Padres National Forest;;https://www.fire.ca.gov/incidents/2013/5/27/white-fire/;N;
685;794412f2-1ba2-4217-ac38-49272a96fb6f;Magic Fire;off Magic Mtn Parkway in Valencia;34.419284;-118.58688;149;100%;;Los Angeles;2013-05-29 15:30:00;2013-05-28;Los Angeles County Fire Department;;https://www.fire.ca.gov/incidents/2013/5/28/magic-fire/;N;
686;cb5f34a0-177e-445d-9349-dd94063a01d0;Olive Fire;Hwy 246 and Meadowvale, East of Solvang ;34.611824;-120.074655;170;100%;;Santa Barbara;2013-05-29 10:30:00;2013-05-28;Santa Barbara County Fire;;https://www.fire.ca.gov/incidents/2013/5/28/olive-fire/;N;
687;213dc89e-9f29-4480-91a6-aec5fb694999;Branch Fire;west of the Carrizo Plain, Los Padres National Forest;35.15832;-120.05131;500;100%;;San Luis Obispo;2013-06-03 18:30:00;2013-06-01;Los Padres National Forest;;https://www.fire.ca.gov/incidents/2013/6/1/branch-fire/;N;
688;98bfbb7c-8446-4e2e-a268-7e961353723c;Murphy Fire;off Lime Kiln Rd;37.91529;-120.33313;100;100%;;Tuolumne;2013-06-02 16:55:00;2013-06-02;CAL FIRE Tuolumne-Calaveras Unit;;https://www.fire.ca.gov/incidents/2013/6/2/murphy-fire/;N;
689;1a5192f1-bc99-4130-8683-381e0534b76a;Lone Fire;Palermo Road and Lone Tree Road near Palermo;39.434183;-121.576804;298;100%;;Butte;2013-06-03 20:00:00;2013-06-03;CAL FIRE Butte Unit;;https://www.fire.ca.gov/incidents/2013/6/3/lone-fire/;N;
690;befb9d5c-c0ea-48b8-8589-2586be0275af;Hathaway Fire;Hathaway Canyon area, northeast of Banning;33.99647;-116.84137;0;100%;;Riverside;2013-06-09 16:45:00;2013-06-09;USFS San Bernardino National Forest;;https://www.fire.ca.gov/incidents/2013/6/9/hathaway-fire/;N;
