155,11/1/2021,305,--,N,0.00, ,92, ,14.9, ,63.9, ,54.6, ,59.6, ,94, ,69, ,86, ,55.3, ,1.6, ,38.5, ,--,S
155,11/2/2021,306,--,N,0, ,182, ,16.0, ,67.4, ,56.4, ,61.6, ,96, ,69, ,86, ,57.3, ,1.5, ,35.6, ,--,S
155,11/3/2021,307,--,N,0, ,274, ,14.4, ,71.2, ,51.1, ,61.1, ,95, ,59, ,78, ,54.2, ,1.4, ,34.1, ,--,S
155,11/4/2021,308,--,N,0.06, ,253, ,14.4, ,70.7, ,52.4, ,61.6, ,97, ,55, ,77, ,54.4, ,1.9, ,45.6, ,--,S
155,11/5/2021,309,--,N,0, ,212, ,12.7, ,65.5, ,47.9, ,55.4, ,99, ,61, ,85, ,51.0, ,1.3, ,30.4, ,--,S
155,11/6/2021,310,--,N,0, ,93, ,12.6, ,62.7, ,52.6, ,56.4, ,94, ,62, ,81, ,50.7, ,1.3, ,30.9, ,--,S
155,11/7/2021,311,--,N,0, ,272, ,8.9, ,60.7, ,45.5, ,52.2, ,94, ,42, ,67, ,41.6, ,2.6, ,62.5, ,--,S
155,11/8/2021,312,--,N,0.24, ,254, ,9.6, ,64.1, ,41.8, ,52.9, ,91, ,43, ,70, ,43.4, ,1.7, ,39.7, ,--,S
155,11/9/2021,313,--,N,0.32, ,80, ,13.2, ,60.6, ,52.6, ,56.0, ,97, ,76, ,86, ,51.8, ,3.5, ,84.4, ,--,S
155,11/10/2021,314,--,N,0, ,107, ,14.3, ,63.7, ,51.2, ,56.3, ,100, ,75, ,92, ,54.1, ,2.0, ,46.8, ,--,S
155,11/11/2021,315,--,N,0, ,255, ,13.4, ,67.6, ,47.9, ,56.6, ,98, ,64, ,85, ,52.3, ,1.2, ,29.0, ,--,S
155,11/12/2021,316,--,N,0, ,91, ,13.8, ,57.4, ,49.0, ,53.5, ,100, ,96, ,99, ,53.1, ,1.4, ,32.5, ,--,S
155,11/13/2021,317,--,N,0.01, ,95, ,13.6, ,59.5, ,50.6, ,53.1, ,100, ,89, ,99, ,52.7, ,1.5, ,35.4, ,--,S
155,11/14/2021,318,--,N,0.00, ,57, ,13.6, ,55.2, ,51.5, ,53.0, ,100, ,96, ,99, ,52.8, ,1.3, ,30.1, ,--,S
155,11/15/2021,319,--,N,0.00, ,73, ,14.0, ,58.9, ,52.5, ,54.9, ,100, ,87, ,95, ,53.6, ,1.3, ,32.0, ,--,S
155,11/16/2021,320,--,N,0, ,130, ,13.4, ,63.6, ,49.7, ,55.4, ,97, ,71, ,90, ,52.4, ,2.4, ,56.4, ,--,S
155,11/17/2021,321,--,N,0, ,176, ,11.9, ,60.9, ,45.2, ,51.5, ,100, ,71, ,91, ,49.1, ,1.1, ,25.4, ,--,S
155,11/18/2021,322,--,N,0, ,114, ,12.2, ,56.6, ,45.2, ,51.2, ,100, ,85, ,95, ,49.8, ,1.4, ,33.4, ,--,S
155,11/19/2021,323,--,N,0.01, ,124, ,13.5, ,60.7, ,51.6, ,55.1, ,98, ,78, ,91, ,52.5, ,2.3, ,54.7, ,--,S
155,11/20/2021,324,--,N,0, ,242, ,10.5, ,65.5, ,45.6, ,53.6, ,93, ,50, ,75, ,45.7, ,2.2, ,52.2, ,--,S
155,11/21/2021,325,--,N,0, ,241, ,9.8, ,62.8, ,41.0, ,50.7, ,99, ,50, ,78, ,44.1, ,1.3, ,31.3, ,--,S
155,11/22/2021,326,--,N,0, ,233, ,10.5, ,64.6, ,39.9, ,50.4, ,100, ,54, ,84, ,45.8, ,1.1, ,25.6, ,--,S
155,11/23/2021,327,--,N,0, ,171, ,10.2, ,62.0, ,45.1, ,51.9, ,99, ,53, ,77, ,45.0, ,2.8, ,66.5, ,--,S
155,11/24/2021,328,--,N,0, ,238, ,7.2, ,64.1, ,44.7, ,53.0, ,88, ,34, ,53, ,36.2, ,4.2, ,100.3, ,--,S
155,11/25/2021,329,--,N,0, ,209, ,9.8, ,61.2, ,38.6, ,49.5, ,97, ,61, ,81, ,43.9, ,1.2, ,28.6, ,--,S
155,11/26/2021,330,--,N,0, ,226, ,9.7, ,63.9, ,42.0, ,51.6, ,95, ,45, ,74, ,43.7, ,1.3, ,30.0, ,--,S
155,11/27/2021,331,--,N,0, ,217, ,10.6, ,65.9, ,43.8, ,53.0, ,97, ,50, ,77, ,46.0, ,1.0,I,23.6,I,--,S
155,11/28/2021,332,--,N,0, ,212, ,11.5, ,65.2, ,44.8, ,53.1, ,98, ,58, ,83, ,48.1, ,1.5, ,35.5, ,--,S
155,11/29/2021,333,--,N,0, ,211, ,12.0, ,66.2, ,43.8, ,53.2, ,98, ,64, ,87, ,49.4, ,1.4, ,33.2, ,--,S
155,11/30/2021,334,--,N,0, ,175, ,12.1, ,62.0, ,44.1, ,51.9, ,98, ,78, ,92, ,49.6, ,1.1, ,27.0, ,--,S
