229,10/1/2021,274,0.17,R,0, ,455, ,11.4, ,92.5,Y,43.9, ,63.3, ,88, ,24, ,58, ,48.1, ,3.0, ,71.0, ,71.4, 
229,10/2/2021,275,0.16, ,0, ,456, ,13.5, ,92.4,Y,44.1, ,61.5, ,96, ,45, ,73, ,52.6, ,3.0, ,71.7, ,71.4, 
229,10/3/2021,276,0.17,R,0, ,455, ,11.3, ,104.1,R,43.4, ,66.3,H,90,H,25,H,51, ,47.7, ,2.9, ,70.2, ,71.1, 
229,10/4/2021,277,0.15,R,0, ,410, ,14.6, ,--,S,50.2, ,66.2,H,95,H,35,H,66, ,54.6, ,3.0, ,71.5, ,71.4, 
229,10/5/2021,278,0.12, ,0, ,398, ,14.9, ,73.2, ,54.0, ,60.4, ,98, ,65, ,83, ,55.2, ,3.2, ,77.4, ,71.4, 
229,10/6/2021,279,0.07, ,0, ,243, ,12.9, ,65.4, ,51.5, ,57.7, ,94, ,65, ,79, ,51.3, ,3.0, ,72.1, ,71.1, 
229,10/7/2021,280,0.11, ,0, ,359, ,12.6, ,65.2, ,52.1, ,58.4, ,89, ,62, ,76, ,50.7, ,3.4, ,81.7, ,69.9, 
229,10/8/2021,281,0.13, ,0, ,435, ,11.0, ,65.1, ,43.2, ,56.5, ,94, ,44, ,71, ,47.1, ,3.2, ,77.4, ,69.6, 
229,10/9/2021,282,0.14, ,0, ,433, ,10.9, ,75.9, ,43.0, ,57.5, ,95, ,33, ,67, ,46.7, ,3.2, ,77.9, ,69.4, 
229,10/10/2021,283,0.13, ,0, ,430, ,11.2, ,70.9, ,39.5, ,55.5, ,93, ,47, ,75, ,47.6, ,3.1, ,75.2, ,69.2, 
229,10/11/2021,284,0.13, ,0, ,425, ,10.1, ,60.6, ,40.2, ,53.1, ,95, ,56, ,74, ,44.9, ,5.0,R,120.5,R,68.9, 
229,10/12/2021,285,0.14, ,0, ,432, ,6.8, ,64.7, ,36.6, ,50.4, ,97, ,27, ,55, ,34.8, ,3.7, ,88.0, ,67.6, 
229,10/13/2021,286,0.09, ,0.00, ,301, ,10.5, ,65.4, ,35.9, ,51.6, ,95, ,57, ,80, ,45.7, ,3.3, ,79.7, ,66.7, 
229,10/14/2021,287,0.13, ,0, ,407, ,9.3, ,75.7, ,41.2, ,54.6, ,97, ,26, ,64, ,42.6, ,3.3, ,79.2, ,66.5, 
229,10/15/2021,288,0.16, ,0, ,390, ,7.4, ,93.9,Y,39.6, ,61.3, ,76, ,14, ,40, ,36.7, ,3.3, ,79.8, ,66.7, 
229,10/16/2021,289,0.16,R,0, ,400, ,7.4, ,--,S,44.0, ,64.8, ,74, ,11, ,35, ,36.7, ,3.3, ,79.7, ,67.3, 
229,10/17/2021,290,0.12, ,0.13, ,375, ,10.6, ,80.4, ,40.8, ,55.3, ,96, ,46, ,71, ,46.1, ,3.6, ,85.6, ,67.6, 
229,10/18/2021,291,0.10, ,0.02, ,344, ,10.2, ,61.8, ,39.3, ,50.4, ,98, ,51, ,82, ,45.1, ,2.8, ,66.5, ,67.0, 
229,10/19/2021,292,0.11, ,0, ,358, ,10, ,68.4, ,37.9, ,52.8, ,97, ,43, ,73, ,44.6, ,3.0, ,71.2, ,65.3, 
229,10/20/2021,293,0.05, ,0.01, ,170, ,12.7, ,66.7, ,51.8, ,58.5, ,94, ,46, ,76, ,50.9, ,2.3, ,54.3, ,65.3, 
229,10/21/2021,294,0.10, ,0.00, ,304, ,17.2, ,81.1, ,55.2, ,63.7, ,99, ,60, ,85, ,59.2, ,3.0, ,71.1, ,65.9, 
229,10/22/2021,295,0.04, ,0.12, ,178, ,14.3, ,64.5, ,51.0, ,57.1, ,99, ,72, ,90, ,54.1, ,2.6, ,62.9, ,66.7, 
229,10/23/2021,296,0.08, ,0, ,272, ,12.2, ,68.3, ,45.9, ,56.9, ,97, ,59, ,77, ,49.8, ,2.4, ,58.6, ,65.7, 
229,10/24/2021,297,0.04, ,0.72, ,103, ,15.2, ,69.5, ,57.1,Y,64.0, ,95, ,64, ,75, ,55.8, ,4.5,R,109.0,R,65.6, 
229,10/25/2021,298,0.03, ,1.15, ,128, ,12.9, ,61.6, ,45.3, ,54.8, ,98, ,68, ,88, ,51.4, ,2.8, ,68.0, ,64.9, 
229,10/26/2021,299,0.09, ,0, ,310, ,10.6, ,67.7, ,42.5, ,53.7, ,98, ,47, ,75, ,46.0, ,2.4, ,58.4, ,63.3, 
229,10/27/2021,300,0.09, ,0, ,312, ,13.9, ,77.5, ,45.7, ,58.7, ,96, ,55, ,82, ,53.3, ,2.8, ,67.1, ,63.5, 
229,10/28/2021,301,0.11,R,0, ,313, ,16.9,Y,95.6,Y,51.9, ,65.0,Y,98,H,45,H,80,Y,58.7,Y,2.8, ,66.6, ,64.6, 
229,10/29/2021,302,0.09, ,0, ,305, ,15.3, ,82.9, ,48.3, ,60.5, ,97, ,60, ,85, ,56.0, ,2.8, ,66.5, ,65.1, 
229,10/30/2021,303,0.06, ,0, ,225, ,14.9, ,67.1, ,50.4, ,57.8, ,99, ,74, ,91, ,55.2, ,2.8, ,67.6, ,65.2, 
229,10/31/2021,304,0.08, ,0, ,275, ,12.4, ,66.1, ,45.2, ,56.5, ,98, ,58, ,80, ,50.3, ,2.2, ,51.9, ,64.9, 
