155,10/1/2021,274,--,N,0, ,377, ,10.3, ,88.7, ,56.2, ,70.4, ,64, ,21, ,40, ,45.2, ,1.0, ,24.2, ,--,S
155,10/2/2021,275,--,N,0, ,385, ,10.7, ,90.9, ,56.3, ,72.2, ,71, ,20, ,40, ,46.4, ,1.2, ,28.6, ,53.5,R
155,10/3/2021,276,--,N,0, ,349, ,10.9, ,89.6, ,57.6, ,71.8, ,68, ,21, ,41, ,46.9, ,1.1, ,26.1, ,53.7,R
155,10/4/2021,277,--,N,0, ,348, ,10.6, ,88.9, ,57.2, ,71.5, ,67, ,24, ,40, ,46.0, ,1.1, ,27.4, ,53.5,R
155,10/5/2021,278,--,N,0, ,341, ,10.7, ,83.1, ,57.7, ,69.3, ,84, ,26, ,44, ,46.3, ,3.1, ,75.2, ,52.7,R
155,10/6/2021,279,--,N,0, ,337, ,12.4, ,77.1, ,56.0, ,64.2, ,87, ,32, ,60, ,50.3, ,3.3, ,80.3, ,--,S
155,10/7/2021,280,--,N,0, ,340, ,10.5, ,74.6, ,55.0, ,61.7, ,78, ,23, ,56, ,45.8, ,3.0, ,72.0, ,--,S
155,10/8/2021,281,--,N,0, ,280, ,10.6, ,68.5, ,53.7, ,58.7, ,79, ,39, ,63, ,46.0, ,3.6, ,85.6, ,--,S
155,10/9/2021,282,--,N,0, ,356, ,10.1, ,74.0, ,48.6, ,59.8, ,87, ,30, ,58, ,44.8, ,2.3, ,56.2, ,--,S
155,10/10/2021,283,--,N,0, ,354, ,10.3, ,78.1, ,50.2, ,63.7, ,73, ,30, ,51, ,45.4, ,1.7, ,41.8, ,--,S
155,10/11/2021,284,--,N,0, ,345, ,5.4, ,67.8, ,55.9, ,61.2, ,43, ,21, ,29, ,28.8, ,8.3,R,200.3,R,--,S
155,10/12/2021,285,--,N,0, ,361, ,4.9, ,68.9, ,48.6, ,57.5, ,50, ,16, ,30, ,26.6, ,4.7,Y,112.0,Y,--,S
155,10/13/2021,286,--,N,0, ,291, ,6.8, ,71.4, ,48.6, ,58.7, ,57, ,25, ,40, ,34.5, ,1.7, ,40.6, ,--,S
155,10/14/2021,287,--,N,0, ,348, ,6.8, ,76.0, ,47.6, ,60.1, ,60, ,20, ,38, ,34.7, ,2.6, ,62.3, ,--,S
155,10/15/2021,288,--,N,0, ,340, ,8.2, ,77.9, ,46.8, ,61.0, ,74, ,24, ,45, ,39.5, ,1.0,I,23.5,I,--,S
155,10/16/2021,289,--,N,0, ,333, ,8.8, ,82.0, ,47.5, ,63.6, ,77, ,20, ,44, ,41.1, ,1.2, ,29.9, ,--,S
155,10/17/2021,290,--,N,0.03, ,272, ,9.3, ,75.5, ,49.6, ,61.4, ,85, ,34, ,50, ,42.6, ,2.4, ,57.4, ,--,S
155,10/18/2021,291,--,N,0, ,340, ,9.4, ,65.9, ,45.8, ,54.4, ,91, ,44, ,65, ,43.0, ,1.6, ,38.9, ,--,S
155,10/19/2021,292,--,N,0, ,320, ,9.1, ,69.2, ,43.8, ,56.5, ,92, ,37, ,58, ,42.0, ,1.6, ,37.5, ,--,S
155,10/20/2021,293,--,N,0.06, ,123, ,12.4, ,68.3, ,54.3, ,60.1, ,96, ,50, ,70, ,50.3, ,1.6, ,39.0, ,--,S
155,10/21/2021,294,--,N,0.37, ,190, ,17.1, ,73.7, ,57.2, ,63.4, ,97, ,63, ,86, ,59.1, ,1.9, ,46.1, ,--,S
155,10/22/2021,295,--,N,0.30, ,264, ,14.6, ,68.4, ,57.0, ,61.3, ,97, ,55, ,79, ,54.8, ,2.4, ,57.1, ,--,S
155,10/23/2021,296,--,N,0.19, ,137, ,13.2, ,64.2, ,52.3, ,58.1, ,94, ,61, ,80, ,52.0, ,1.8, ,42.3, ,--,S
155,10/24/2021,297,--,N,4.80, ,23, ,15.0, ,60.1, ,53.9, ,56.4, ,99, ,92, ,96, ,55.3, ,5.0,Y,118.9,Y,--,S
155,10/25/2021,298,--,N,0.27, ,290, ,12.7, ,65.7, ,51.5, ,57.7, ,98, ,53, ,78, ,50.9, ,2.0, ,47.8, ,--,S
155,10/26/2021,299,--,N,0, ,225, ,12.3, ,66.9, ,50.9, ,58.0, ,93, ,56, ,75, ,50.1, ,1.7, ,39.7, ,--,S
155,10/27/2021,300,--,N,0, ,272, ,14.9, ,68.4, ,54.6, ,61.1, ,89, ,68, ,81, ,55.2, ,2.5, ,60.2, ,--,S
155,10/28/2021,301,--,N,0, ,294, ,15.3, ,70.9, ,51.7, ,60.4, ,97, ,66, ,85, ,56.0, ,1.1, ,26.7, ,--,S
155,10/29/2021,302,--,N,0, ,280, ,16.1, ,73.4, ,51.8, ,61.8, ,99, ,64, ,85, ,57.3, ,1.1, ,26.8, ,--,S
155,10/30/2021,303,--,N,0, ,245, ,15.0, ,70.2, ,56.4, ,61.6, ,95, ,67, ,80, ,55.4, ,2.5, ,59.1, ,--,S
155,10/31/2021,304,--,N,0, ,279, ,13.0, ,68.3, ,50.0, ,58.5, ,95, ,57, ,77, ,51.4, ,1.4, ,33.2, ,--,S
