163,1/1/2021,1,0.06, ,0, ,241, ,6.8, ,60.9, ,30.0, ,42.4, ,97, ,35, ,74, ,34.5, ,1.9, ,45.0, ,49.3, 
163,1/2/2021,2,0.05, ,0, ,212, ,8.6, ,64.2, ,31.6, ,46.9, ,94, ,46, ,78, ,40.5, ,1.7, ,41.3, ,50.8, 
163,1/3/2021,3,0.05, ,0, ,193, ,10.6, ,64.0, ,47.5, ,53.3, ,96, ,52, ,77, ,46.1, ,2.6, ,62.9, ,57.6,Y
163,1/4/2021,4,0.04, ,0, ,167, ,10.7, ,60.7, ,37.6, ,49.5, ,97, ,71, ,89, ,46.4, ,2.0, ,48.6, ,57.9,Y
163,1/5/2021,5,0.06, ,0, ,244, ,9.5, ,62.3, ,43.9, ,50.4, ,96, ,52, ,76, ,43.1, ,3.7, ,88.8, ,60.5,R
163,1/6/2021,6,0.05, ,0, ,198, ,8.1, ,61.4, ,32.6, ,46.2, ,95, ,48, ,76, ,39.0, ,2.1, ,50.5, ,57.8,Y
163,1/7/2021,7,0.05, ,0, ,192, ,7.6, ,61.0, ,30.0, ,44.2, ,96, ,49, ,77, ,37.4, ,2.6, ,62.8, ,57.1,Y
163,1/8/2021,8,0.07, ,0, ,270, ,7.8, ,67.0, ,31.1, ,46.4, ,96, ,39, ,73, ,38.1, ,2.4, ,58.6, ,58.5,R
163,1/9/2021,9,0.06, ,0, ,248, ,8.9, ,58.2, ,39.9, ,49.5, ,92, ,54, ,73, ,41.4, ,3.7, ,89.4, ,--,S
163,1/10/2021,10,0.07, ,0, ,270, ,6.6, ,64.4, ,31.0, ,46.1, ,95, ,24, ,62, ,33.7, ,2.5, ,61.0, ,--,S
163,1/11/2021,11,0.07, ,0, ,275, ,7.2, ,65.7, ,29.3, ,45.3, ,94, ,37, ,69, ,36.0, ,2.1, ,50.0, ,--,S
163,1/12/2021,12,0.04, ,0, ,165, ,7.1, ,63.3, ,29.1, ,43.5, ,95, ,44, ,74, ,35.6, ,1.4, ,34.7, ,59.6,R
163,1/13/2021,13,0.07, ,0, ,236, ,7.1, ,70.2, ,32.9, ,49.2, ,92, ,29, ,59, ,35.7, ,2.6, ,62.8, ,--,S
163,1/14/2021,14,0.09, ,0.01, ,265, ,9.9, ,73.9, ,45.1, ,57.8,Y,76, ,34, ,61,Y,44.3,Y,4.0, ,95.2, ,--,S
163,1/15/2021,15,0.08, ,0, ,284, ,8.6, ,78.2,Y,33.3, ,54.3, ,94, ,29, ,59, ,40.5, ,2.2, ,53.6, ,--,S
163,1/16/2021,16,0.09, ,0, ,282, ,8.7, ,76.1, ,43.9, ,58.5,Y,87, ,28, ,52,Y,40.8,Y,3.0, ,70.9, ,--,S
163,1/17/2021,17,0.09, ,0.02, ,288, ,8.4, ,77.7,Y,38.5, ,55.2, ,88, ,28, ,56, ,40.0, ,2.4, ,56.6, ,--,S
163,1/18/2021,18,0.08, ,0.00, ,286, ,7.9, ,72.4, ,34.4, ,50.5, ,94, ,33, ,63, ,38.4, ,2.5, ,60.6, ,--,S
163,1/19/2021,19,0.08, ,0, ,214, ,4.8, ,64.6, ,30.5, ,49.1, ,90, ,20, ,40, ,26.1, ,3.4, ,81.4, ,--,S
163,1/20/2021,20,0.10, ,0, ,301, ,4.6, ,69.0, ,29.9, ,48.9, ,75, ,18, ,39, ,24.9, ,2.8, ,67.4, ,--,S
163,1/21/2021,21,0.09, ,0, ,313, ,4.5, ,71.4, ,26.4, ,45.9, ,80, ,18, ,43, ,24.7, ,2.0, ,48.1, ,--,S
163,1/22/2021,22,0.05, ,0.01, ,198, ,8.6, ,54.6, ,37.0, ,47.5, ,90, ,54, ,77, ,40.7, ,3.1, ,74.8, ,--,S
163,1/23/2021,23,0.05, ,0.01, ,211, ,7.6, ,54.0, ,31.3, ,43.6, ,96, ,56, ,79, ,37.6, ,2.4, ,57.6, ,--,S
163,1/24/2021,24,0.03, ,0.06, ,141, ,7.5, ,50.8, ,28.3, ,40.9, ,97, ,65, ,86, ,37.0, ,2.3, ,55.5, ,--,S
163,1/25/2021,25,0.07, ,0.01, ,246, ,6.2, ,51.7, ,27.8, ,40.2, ,97, ,38, ,73, ,32.4, ,3.5, ,84.9, ,--,S
163,1/26/2021,26,0.07, ,0.14, ,314, ,5.8, ,54.0, ,22.8, ,38.8, ,94, ,40, ,72, ,30.7, ,3.4, ,81.1, ,--,S
163,1/27/2021,27,0.03, ,0.40,H,79, ,10.1, ,54.6, ,44.4, ,49.5, ,89, ,74, ,84, ,44.8, ,14.5,R,346.9,R,58.2,R
163,1/28/2021,28,0.00, ,0.39,H,21, ,10.7, ,52.8, ,42.2, ,48.0, ,98, ,85, ,94, ,46.3, ,4.3, ,104.3, ,--,S
163,1/29/2021,29,0.06, ,0.17,H,272, ,8.9, ,55.4, ,36.7, ,45.1, ,98, ,59, ,87, ,41.6, ,2.4, ,57.0, ,--,S
163,1/30/2021,30,0.06, ,0.06,H,264, ,8.1, ,58.8, ,32.8, ,42.2, ,99, ,59, ,89, ,39.1, ,1.7, ,41.1, ,55.0,Y
163,1/31/2021,31,0.06, ,0.05,H,243, ,8.3, ,62.7, ,32.7, ,46.2, ,99, ,44, ,78, ,39.8, ,1.6, ,37.6, ,57.0,Y
163,2/1/2021,32,0.10, ,0.06,H,332, ,8.9, ,65.3, ,38.8, ,51.7, ,92, ,35, ,68, ,41.4, ,2.9, ,69.4, ,--,S
163,2/2/2021,33,0.08, ,0.06, ,304, ,9.5, ,63.9, ,32.9, ,48.0, ,96, ,53, ,84, ,43.3, ,2.0, ,48.4, ,--,S
163,2/3/2021,34,0.07, ,0.12,H,252, ,9.2, ,60.0, ,43.4, ,50.3, ,93, ,52, ,74, ,42.3, ,4.0, ,95.9, ,60.2,R
163,2/4/2021,35,0.09, ,0.08,H,342, ,7.2, ,59.3, ,32.6, ,46.0, ,98, ,42, ,68, ,36.2, ,3.0, ,72.4, ,58.8,R
163,2/5/2021,36,0.10, ,0.06,H,362, ,7.0, ,66.9, ,32.4, ,48.3, ,94, ,30, ,60, ,35.2, ,2.9, ,68.8, ,57.9,Y
163,2/6/2021,37,0.10, ,0.05,H,358, ,7.5, ,69.2, ,32.0, ,49.4, ,95, ,35, ,62, ,37.1, ,2.6, ,61.9, ,58.2,Y
163,2/7/2021,38,0.09, ,0.04,H,349, ,7.1, ,73.6, ,29.4, ,48.5, ,96, ,21, ,61, ,35.6, ,1.8, ,43.5, ,59.0,Y
163,2/8/2021,39,0.09, ,0.05,H,360, ,7.8, ,68.2, ,29.8, ,47.1, ,95, ,35, ,70, ,38.0, ,2.0, ,48.5, ,58.4,Y
163,2/9/2021,40,0.05, ,0.02, ,209, ,9.8, ,59.6, ,41.2, ,48.4, ,95, ,61, ,84, ,43.9, ,2.0, ,48.6, ,61.3,R
163,2/10/2021,41,0.08, ,0.02, ,296, ,9.4, ,66.1, ,38.5, ,50.2, ,98, ,44, ,76, ,42.9, ,2.4, ,58.6, ,59.9,R
163,2/11/2021,42,0.05, ,0.01, ,194, ,9.5, ,63.6, ,35.1, ,49.5, ,97, ,52, ,79, ,43.3, ,2.0, ,48.7, ,58.7,Y
163,2/12/2021,43,0.10, ,0.01, ,354, ,9.5, ,61.6, ,39.5, ,52.1, ,96, ,49, ,71, ,43.2, ,4.1, ,98.3, ,61.4,R
163,2/13/2021,44,0.07, ,0.01, ,233, ,9.1, ,62.0, ,42.4, ,50.9, ,95, ,39, ,72, ,42.2, ,4.3, ,102.8, ,59.9,R
163,2/14/2021,45,0.11, ,0.00, ,323, ,7.4, ,63.2, ,38.2, ,50.2, ,90, ,22, ,60, ,36.7, ,4.7, ,113.0, ,58.8,Y
163,2/15/2021,46,0.08, ,0.01, ,303, ,10.2, ,64.4, ,41.7, ,51.3, ,92, ,60, ,79, ,45.0, ,2.8, ,66.9, ,61.4,R
163,2/16/2021,47,0.11, ,0, ,363, ,7.9, ,63.1, ,40.7, ,50.5, ,92, ,28, ,63, ,38.4, ,4.9, ,118.3, ,61.2,R
163,2/17/2021,48,0.11, ,0.00, ,397, ,6.5, ,64.0, ,35.3, ,48.1, ,95, ,22, ,56, ,33.4, ,3.7, ,89.1, ,59.7,Y
163,2/18/2021,49,0.11, ,0, ,396, ,4.9, ,66.9, ,26.6, ,44.7, ,88, ,21, ,49, ,26.8, ,2.1, ,50.5, ,58.6,Y
163,2/19/2021,50,0.11, ,0, ,375, ,8.0, ,68.8, ,29.5, ,47.9, ,93, ,38, ,71, ,38.8, ,2.4, ,57.9, ,59.1,Y
163,2/20/2021,51,0.11, ,0, ,396, ,7.8, ,58.6, ,37.4, ,48.8, ,95, ,43, ,66, ,38.0, ,5.1, ,122.3, ,57.8,Y
163,2/21/2021,52,0.12, ,0, ,403, ,6.3, ,64.8, ,31.3, ,49.3, ,94, ,26, ,52, ,32.6, ,3.5, ,83.7, ,57.9,Y
163,2/22/2021,53,0.13, ,0, ,404, ,6.5, ,73.7, ,35.1, ,52.8, ,79, ,25, ,48, ,33.7, ,3.1, ,73.2, ,--,S
163,2/23/2021,54,0.12, ,0, ,353, ,7.1, ,72.2, ,33.4, ,53.1, ,89, ,25, ,51, ,35.7, ,3.0, ,71.5, ,--,S
163,2/24/2021,55,0.14, ,0.00, ,417, ,5.3, ,71.9, ,29.8, ,50.3, ,95, ,17, ,43, ,28.5, ,3.1, ,73.3, ,59.3,R
163,2/25/2021,56,0.13, ,0, ,411, ,4.1,Y,65.7, ,31.7, ,49.1, ,64, ,18, ,34,Y,22.1,Y,3.2, ,76.5, ,57.0,Y
163,2/26/2021,57,0.13, ,0, ,415, ,5.6, ,70.7, ,26.7, ,49.6, ,85, ,18, ,46, ,29.7, ,3.3, ,80.2, ,57.2,Y
163,2/27/2021,58,0.13, ,0, ,419, ,6.6, ,65.4, ,36.1, ,49.7, ,93, ,23, ,54, ,33.8, ,4.0, ,95.0, ,57.8,Y
